date_str,sp500,djia,date_ex1,date_ex2,date_ex3
12/14/2022,3995.32,33966.35,December 14 2022,"Wednesday, 2022-12-14",14-Dec-22
12/15/2022,3895.75,33202.22,December 15 2022,"Thursday, 2022-12-15",15-Dec-22
12/16/2022,3852.36,32920.46,December 16 2022,"Friday, 2022-12-16",16-Dec-22
12/19/2022,3817.66,32757.54,December 19 2022,"Monday, 2022-12-19",19-Dec-22
12/20/2022,3821.62,32849.74,December 20 2022,"Tuesday, 2022-12-20",20-Dec-22
12/21/2022,3878.44,33376.48,December 21 2022,"Wednesday, 2022-12-21",21-Dec-22
12/22/2022,3822.39,33027.49,December 22 2022,"Thursday, 2022-12-22",22-Dec-22
12/23/2022,3844.82,33203.93,December 23 2022,"Friday, 2022-12-23",23-Dec-22
12/26/2022,,,December 26 2022,"Monday, 2022-12-26",26-Dec-22
12/27/2022,3829.25,33241.56,December 27 2022,"Tuesday, 2022-12-27",27-Dec-22
12/28/2022,3783.22,32875.71,December 28 2022,"Wednesday, 2022-12-28",28-Dec-22
12/29/2022,3849.28,33220.8,December 29 2022,"Thursday, 2022-12-29",29-Dec-22
12/30/2022,3839.5,33147.25,December 30 2022,"Friday, 2022-12-30",30-Dec-22
1/2/2023,,,January 02 2023,"Monday, 2023-01-02",2-Jan-23
1/3/2023,3824.14,33136.37,January 03 2023,"Tuesday, 2023-01-03",3-Jan-23
1/4/2023,3852.97,33269.77,January 04 2023,"Wednesday, 2023-01-04",4-Jan-23
1/5/2023,3808.1,32930.08,January 05 2023,"Thursday, 2023-01-05",5-Jan-23
1/6/2023,3895.08,33630.61,January 06 2023,"Friday, 2023-01-06",6-Jan-23
1/9/2023,3892.09,33517.65,January 09 2023,"Monday, 2023-01-09",9-Jan-23
1/10/2023,3919.25,33704.1,January 10 2023,"Tuesday, 2023-01-10",10-Jan-23
1/11/2023,3969.61,33973.01,January 11 2023,"Wednesday, 2023-01-11",11-Jan-23
1/12/2023,3983.17,34189.97,January 12 2023,"Thursday, 2023-01-12",12-Jan-23
1/13/2023,3999.09,34302.61,January 13 2023,"Friday, 2023-01-13",13-Jan-23
1/16/2023,,,January 16 2023,"Monday, 2023-01-16",16-Jan-23
1/17/2023,3990.97,33910.85,January 17 2023,"Tuesday, 2023-01-17",17-Jan-23
1/18/2023,3928.86,33296.96,January 18 2023,"Wednesday, 2023-01-18",18-Jan-23
1/19/2023,3898.85,33044.56,January 19 2023,"Thursday, 2023-01-19",19-Jan-23
1/20/2023,3972.61,33375.49,January 20 2023,"Friday, 2023-01-20",20-Jan-23
1/23/2023,4019.81,33629.56,January 23 2023,"Monday, 2023-01-23",23-Jan-23
1/24/2023,4016.95,33733.96,January 24 2023,"Tuesday, 2023-01-24",24-Jan-23
1/25/2023,4016.22,33743.84,January 25 2023,"Wednesday, 2023-01-25",25-Jan-23
1/26/2023,4060.43,33949.41,January 26 2023,"Thursday, 2023-01-26",26-Jan-23
1/27/2023,4070.56,33978.08,January 27 2023,"Friday, 2023-01-27",27-Jan-23
1/30/2023,4017.77,33717.09,January 30 2023,"Monday, 2023-01-30",30-Jan-23
1/31/2023,4076.6,34086.04,January 31 2023,"Tuesday, 2023-01-31",31-Jan-23
2/1/2023,4119.21,34092.96,February 01 2023,"Wednesday, 2023-02-01",1-Feb-23
2/2/2023,4179.76,34053.94,February 02 2023,"Thursday, 2023-02-02",2-Feb-23
2/3/2023,4136.48,33926.01,February 03 2023,"Friday, 2023-02-03",3-Feb-23
2/6/2023,4111.08,33891.02,February 06 2023,"Monday, 2023-02-06",6-Feb-23
2/7/2023,4164,34156.69,February 07 2023,"Tuesday, 2023-02-07",7-Feb-23
2/8/2023,4117.86,33949.01,February 08 2023,"Wednesday, 2023-02-08",8-Feb-23
2/9/2023,4081.5,33699.88,February 09 2023,"Thursday, 2023-02-09",9-Feb-23
2/10/2023,4090.46,33869.27,February 10 2023,"Friday, 2023-02-10",10-Feb-23
2/13/2023,4137.29,34245.93,February 13 2023,"Monday, 2023-02-13",13-Feb-23
2/14/2023,4136.13,34089.27,February 14 2023,"Tuesday, 2023-02-14",14-Feb-23
2/15/2023,4147.6,34128.05,February 15 2023,"Wednesday, 2023-02-15",15-Feb-23
2/16/2023,4090.41,33696.85,February 16 2023,"Thursday, 2023-02-16",16-Feb-23
2/17/2023,4079.09,33826.69,February 17 2023,"Friday, 2023-02-17",17-Feb-23
2/20/2023,,,February 20 2023,"Monday, 2023-02-20",20-Feb-23
2/21/2023,3997.34,33129.59,February 21 2023,"Tuesday, 2023-02-21",21-Feb-23
2/22/2023,3991.05,33045.09,February 22 2023,"Wednesday, 2023-02-22",22-Feb-23
2/23/2023,4012.32,33153.91,February 23 2023,"Thursday, 2023-02-23",23-Feb-23
2/24/2023,3970.04,32816.92,February 24 2023,"Friday, 2023-02-24",24-Feb-23
2/27/2023,3982.24,32889.09,February 27 2023,"Monday, 2023-02-27",27-Feb-23
2/28/2023,3970.15,32656.7,February 28 2023,"Tuesday, 2023-02-28",28-Feb-23
3/1/2023,3951.39,32661.84,March 01 2023,"Wednesday, 2023-03-01",1-Mar-23
3/2/2023,3981.35,33003.57,March 02 2023,"Thursday, 2023-03-02",2-Mar-23
3/3/2023,4045.64,33390.97,March 03 2023,"Friday, 2023-03-03",3-Mar-23
3/6/2023,4048.42,33431.44,March 06 2023,"Monday, 2023-03-06",6-Mar-23
3/7/2023,3986.37,32856.46,March 07 2023,"Tuesday, 2023-03-07",7-Mar-23
3/8/2023,3992.01,32798.4,March 08 2023,"Wednesday, 2023-03-08",8-Mar-23
3/9/2023,3918.32,32254.86,March 09 2023,"Thursday, 2023-03-09",9-Mar-23
3/10/2023,3861.59,31909.64,March 10 2023,"Friday, 2023-03-10",10-Mar-23
3/13/2023,3855.76,31819.14,March 13 2023,"Monday, 2023-03-13",13-Mar-23
3/14/2023,3919.29,32155.4,March 14 2023,"Tuesday, 2023-03-14",14-Mar-23
3/15/2023,3891.93,31874.57,March 15 2023,"Wednesday, 2023-03-15",15-Mar-23
3/16/2023,3960.28,32246.55,March 16 2023,"Thursday, 2023-03-16",16-Mar-23
3/17/2023,3916.64,31861.98,March 17 2023,"Friday, 2023-03-17",17-Mar-23
3/20/2023,3951.57,32244.58,March 20 2023,"Monday, 2023-03-20",20-Mar-23
3/21/2023,4002.87,32560.6,March 21 2023,"Tuesday, 2023-03-21",21-Mar-23
3/22/2023,3936.97,32030.11,March 22 2023,"Wednesday, 2023-03-22",22-Mar-23
3/23/2023,3948.72,32105.25,March 23 2023,"Thursday, 2023-03-23",23-Mar-23
3/24/2023,3970.99,32237.53,March 24 2023,"Friday, 2023-03-24",24-Mar-23
3/27/2023,3977.53,32432.08,March 27 2023,"Monday, 2023-03-27",27-Mar-23
3/28/2023,3971.27,32394.25,March 28 2023,"Tuesday, 2023-03-28",28-Mar-23
3/29/2023,4027.81,32717.6,March 29 2023,"Wednesday, 2023-03-29",29-Mar-23
3/30/2023,4050.83,32859.03,March 30 2023,"Thursday, 2023-03-30",30-Mar-23
3/31/2023,4109.31,33274.15,March 31 2023,"Friday, 2023-03-31",31-Mar-23
4/3/2023,4124.51,33601.15,April 03 2023,"Monday, 2023-04-03",3-Apr-23
4/4/2023,4100.6,33402.38,April 04 2023,"Tuesday, 2023-04-04",4-Apr-23
