date_string,usd_to_rmb,usd_to_jpy
"1983, Wednesday, Apr 13",1.997,238.5
"1983, Thursday, Apr 14",1.997,238.25
"1983, Friday, Apr 15",1.997,237.6
"1983, Monday, Apr 18",1.989,237.8
"1983, Tuesday, Apr 19",1.9969,237.05
"1983, Wednesday, Apr 20",1.9909,237.38
"1983, Thursday, Apr 21",1.9909,236.4
"1983, Friday, Apr 22",1.9909,236.85
"1983, Monday, Apr 25",1.9809,236.25
"1983, Tuesday, Apr 26",1.9809,237.35
"1983, Wednesday, Apr 27",1.9909,236.25
"1983, Thursday, Apr 28",1.9909,238.2
"1983, Friday, Apr 29",1.9909,238.3
"1983, Monday, May 02",1.9909,237.6
"1983, Tuesday, May 03",1.9909,237.65
"1983, Wednesday, May 04",1.9909,236.25
"1983, Thursday, May 05",1.9829,235.2
"1983, Friday, May 06",1.9829,234.7
"1983, Monday, May 09",1.9829,232.65
"1983, Tuesday, May 10",1.9829,232.5
"1983, Wednesday, May 11",1.9731,230.9
"1983, Thursday, May 12",1.9829,231.5
"1983, Friday, May 13",1.9829,231.3
"1983, Monday, May 16",1.9829,233.3
"1983, Tuesday, May 17",1.9929,233.4
"1983, Wednesday, May 18",1.9929,232.75
"1983, Thursday, May 19",1.9929,234.4
"1983, Friday, May 20",1.9929,234.1
"1983, Monday, May 23",1.9929,235.4
"1983, Tuesday, May 24",1.9929,236.6
"1983, Wednesday, May 25",1.9989,236.3
"1983, Thursday, May 26",1.9989,236.55
"1983, Friday, May 27",1.9989,237.97
"1983, Monday, May 30",,
"1983, Tuesday, May 31",1.9989,238.85
"1983, Wednesday, Jun 01",1.9989,239.85
"1983, Thursday, Jun 02",1.9989,238.35
"1983, Friday, Jun 03",1.9989,239.0
"1983, Monday, Jun 06",1.9989,240.5
"1983, Tuesday, Jun 07",1.9989,240.35
"1983, Wednesday, Jun 08",1.9989,241.38
"1983, Thursday, Jun 09",1.9989,242.7
"1983, Friday, Jun 10",1.9989,242.18
"1983, Monday, Jun 13",1.9989,242.55
"1983, Tuesday, Jun 14",1.9989,243.05
"1983, Wednesday, Jun 15",1.9989,242.45
"1983, Thursday, Jun 16",1.9989,240.55
"1983, Friday, Jun 17",1.9989,239.9
"1983, Monday, Jun 20",1.9989,239.25
"1983, Tuesday, Jun 21",1.9989,239.6
"1983, Wednesday, Jun 22",1.9869,237.4
"1983, Thursday, Jun 23",1.9869,237.5
"1983, Friday, Jun 24",1.9869,237.3
"1983, Monday, Jun 27",1.9769,239.4
"1983, Tuesday, Jun 28",1.9888,238.8
"1983, Wednesday, Jun 29",1.9888,239.35
"1983, Thursday, Jun 30",1.9888,239.28
"1983, Friday, Jul 01",1.9888,239.15
"1983, Monday, Jul 04",,
"1983, Tuesday, Jul 05",1.9888,240.7
"1983, Wednesday, Jul 06",1.9987,239.5
"1983, Thursday, Jul 07",1.9987,240.85
"1983, Friday, Jul 08",1.9987,241.35
"1983, Monday, Jul 11",1.9887,241.65
"1983, Tuesday, Jul 12",1.9986,240.65
"1983, Wednesday, Jul 13",1.9986,239.8
"1983, Thursday, Jul 14",1.9986,240.1
"1983, Friday, Jul 15",1.9986,241.25
"1983, Monday, Jul 18",1.9986,240.8
"1983, Tuesday, Jul 19",1.9986,240.8
"1983, Wednesday, Jul 20",1.9986,239.3
"1983, Thursday, Jul 21",1.9986,239.6
"1983, Friday, Jul 22",1.9986,240.25
"1983, Monday, Jul 25",1.9886,240.55
"1983, Tuesday, Jul 26",1.9985,240.6
"1983, Wednesday, Jul 27",1.9985,240.87
"1983, Thursday, Jul 28",1.9985,240.8
"1983, Friday, Jul 29",1.9985,241.75
"1983, Monday, Aug 01",1.9985,243.7
"1983, Tuesday, Aug 02",1.9985,243.15
"1983, Wednesday, Aug 03",1.9985,243.25
"1983, Thursday, Aug 04",1.9985,243.6
"1983, Friday, Aug 05",1.9985,243.9
"1983, Monday, Aug 08",1.9985,244.25
"1983, Tuesday, Aug 09",1.9985,243.98
"1983, Wednesday, Aug 10",1.9985,245.8
"1983, Thursday, Aug 11",1.9985,246.35
"1983, Friday, Aug 12",1.9985,247.05
"1983, Monday, Aug 15",1.9985,246.9
"1983, Tuesday, Aug 16",1.9805,243.15
"1983, Wednesday, Aug 17",1.9805,243.6
"1983, Thursday, Aug 18",1.9509,242.98
"1983, Friday, Aug 19",1.9606,244.0
"1983, Monday, Aug 22",1.9606,243.1
"1983, Tuesday, Aug 23",1.9606,243.25
"1983, Wednesday, Aug 24",1.9606,242.9
"1983, Thursday, Aug 25",1.9606,243.2
"1983, Friday, Aug 26",1.9704,245.65
"1983, Monday, Aug 29",1.9902,246.15
"1983, Tuesday, Aug 30",1.9902,246.25
"1983, Wednesday, Aug 31",1.9902,246.45
"1983, Thursday, Sep 01",1.9902,246.5
"1983, Friday, Sep 02",1.9902,246.8
"1983, Monday, Sep 05",,
"1983, Tuesday, Sep 06",1.9902,245.85
"1983, Wednesday, Sep 07",1.9902,245.7
"1983, Thursday, Sep 08",1.9902,244.6
"1983, Friday, Sep 09",1.9902,244.55
"1983, Monday, Sep 12",1.9802,243.42
"1983, Tuesday, Sep 13",1.9802,244.2
"1983, Wednesday, Sep 14",1.9902,245.3
"1983, Thursday, Sep 15",1.9902,244.65
"1983, Friday, Sep 16",1.9902,243.55
"1983, Monday, Sep 19",1.9902,241.7
"1983, Tuesday, Sep 20",1.9802,242.5
"1983, Wednesday, Sep 21",1.9922,242.25
"1983, Thursday, Sep 22",1.9922,242.8
"1983, Friday, Sep 23",1.9922,239.6
"1983, Monday, Sep 26",1.9802,238.05
"1983, Tuesday, Sep 27",1.9802,237.9
"1983, Wednesday, Sep 28",1.9802,236.9
"1983, Thursday, Sep 29",1.9802,236.8
"1983, Friday, Sep 30",1.9802,235.65
"1983, Monday, Oct 03",1.9703,234.15
"1983, Tuesday, Oct 04",1.9703,234.1
"1983, Wednesday, Oct 05",1.9703,232.9
"1983, Thursday, Oct 06",1.9605,232.4
"1983, Friday, Oct 07",1.9605,230.85
"1983, Monday, Oct 10",,
"1983, Tuesday, Oct 11",1.9527,232.05
"1983, Wednesday, Oct 12",1.9527,234.28
"1983, Thursday, Oct 13",1.9624,233.15
"1983, Friday, Oct 14",1.9624,232.8
"1983, Monday, Oct 17",1.9624,232.95
"1983, Tuesday, Oct 18",1.9624,232.3
"1983, Wednesday, Oct 19",1.9624,232.65
"1983, Thursday, Oct 20",1.9624,232.5
"1983, Friday, Oct 21",1.9722,232.38
"1983, Monday, Oct 24",1.9722,233.5
"1983, Tuesday, Oct 25",1.9722,232.45
"1983, Wednesday, Oct 26",1.9722,232.95
"1983, Thursday, Oct 27",1.9722,232.6
"1983, Friday, Oct 28",1.9722,232.7
"1983, Monday, Oct 31",1.984,234.05
"1983, Tuesday, Nov 01",1.994,234.77
"1983, Wednesday, Nov 02",1.994,234.45
"1983, Thursday, Nov 03",1.994,234.35
"1983, Friday, Nov 04",1.994,236.65
"1983, Monday, Nov 07",1.994,237.0
"1983, Tuesday, Nov 08",,
"1983, Wednesday, Nov 09",1.994,235.4
"1983, Thursday, Nov 10",1.994,234.45
"1983, Friday, Nov 11",,
"1983, Monday, Nov 14",1.994,234.65
"1983, Tuesday, Nov 15",1.994,234.45
"1983, Wednesday, Nov 16",1.994,235.4
"1983, Thursday, Nov 17",1.994,236.25
"1983, Friday, Nov 18",1.994,235.95
"1983, Monday, Nov 21",1.994,235.2
"1983, Tuesday, Nov 22",1.994,234.5
"1983, Wednesday, Nov 23",1.994,235.05
"1983, Thursday, Nov 24",,
"1983, Friday, Nov 25",1.994,235.1
"1983, Monday, Nov 28",1.994,234.85
"1983, Tuesday, Nov 29",1.994,234.6
"1983, Wednesday, Nov 30",1.994,232.5
"1983, Thursday, Dec 01",1.986,232.53
"1983, Friday, Dec 02",1.986,233.4
"1983, Monday, Dec 05",1.986,235.2
"1983, Tuesday, Dec 06",1.9939,234.3
"1983, Wednesday, Dec 07",1.9939,234.05
"1983, Thursday, Dec 08",1.9939,234.3
"1983, Friday, Dec 09",1.9939,236.9
"1983, Monday, Dec 12",1.9939,236.65
"1983, Tuesday, Dec 13",1.9939,236.25
"1983, Wednesday, Dec 14",1.9939,235.08
"1983, Thursday, Dec 15",1.9939,234.9
"1983, Friday, Dec 16",1.9939,235.5
"1983, Monday, Dec 19",1.9939,236.1
"1983, Tuesday, Dec 20",1.9939,234.8
"1983, Wednesday, Dec 21",1.9939,234.7
"1983, Thursday, Dec 22",1.9939,234.05
"1983, Friday, Dec 23",1.9939,233.9
"1983, Monday, Dec 26",,
"1983, Tuesday, Dec 27",1.9939,233.8
"1983, Wednesday, Dec 28",1.9939,233.4
"1983, Thursday, Dec 29",1.9859,232.2
"1983, Friday, Dec 30",1.9859,231.7
"1984, Monday, Jan 02",,
"1984, Tuesday, Jan 03",1.9859,232.45
"1984, Wednesday, Jan 04",2.0057,233.42
"1984, Thursday, Jan 05",2.0157,232.7
"1984, Friday, Jan 06",2.0259,232.7
"1984, Monday, Jan 09",2.0259,233.3
"1984, Tuesday, Jan 10",2.0461,233.45
"1984, Wednesday, Jan 11",2.0461,234.45
"1984, Thursday, Jan 12",2.0461,234.87
"1984, Friday, Jan 13",2.0461,233.4
"1984, Monday, Jan 16",2.0461,233.3
"1984, Tuesday, Jan 17",2.0461,234.28
"1984, Wednesday, Jan 18",2.0563,233.6
"1984, Thursday, Jan 19",2.0563,233.35
"1984, Friday, Jan 20",2.0563,234.5
"1984, Monday, Jan 23",2.0667,233.85
"1984, Tuesday, Jan 24",2.077,234.35
"1984, Wednesday, Jan 25",2.077,234.2
"1984, Thursday, Jan 26",2.0666,234.1
"1984, Friday, Jan 27",2.079,234.28
"1984, Monday, Jan 30",2.079,234.58
"1984, Tuesday, Jan 31",2.079,234.67
"1984, Wednesday, Feb 01",2.079,234.25
"1984, Thursday, Feb 02",2.079,233.6
"1984, Friday, Feb 03",2.0623,232.7
"1984, Monday, Feb 06",2.0623,233.1
"1984, Tuesday, Feb 07",2.0768,234.5
"1984, Wednesday, Feb 08",2.0768,234.15
"1984, Thursday, Feb 09",2.0768,233.88
"1984, Friday, Feb 10",2.0768,234.6
"1984, Monday, Feb 13",,
"1984, Tuesday, Feb 14",2.0768,233.95
"1984, Wednesday, Feb 15",2.0601,233.2
"1984, Thursday, Feb 16",2.0519,232.85
"1984, Friday, Feb 17",2.0519,233.2
"1984, Monday, Feb 20",,
"1984, Tuesday, Feb 21",2.0519,234.1
"1984, Wednesday, Feb 22",2.0519,233.2
"1984, Thursday, Feb 23",2.0519,233.6
"1984, Friday, Feb 24",2.0519,233.2
"1984, Monday, Feb 27",2.0519,233.3
"1984, Tuesday, Feb 28",2.0519,233.52
"1984, Wednesday, Feb 29",2.0519,233.43
"1984, Thursday, Mar 01",2.0519,233.43
"1984, Friday, Mar 02",2.0519,228.2
"1984, Monday, Mar 05",2.0519,223.35
"1984, Tuesday, Mar 06",2.0417,223.35
"1984, Wednesday, Mar 07",2.0417,223.25
"1984, Thursday, Mar 08",2.0498,224.55
"1984, Friday, Mar 09",2.0498,224.8
"1984, Monday, Mar 12",2.0683,224.83
"1984, Tuesday, Mar 13",2.0683,223.15
"1984, Wednesday, Mar 14",2.0579,223.7
"1984, Thursday, Mar 15",2.0579,224.1
"1984, Friday, Mar 16",2.0662,225.85
"1984, Monday, Mar 19",2.0744,225.8
"1984, Tuesday, Mar 20",2.0744,226.0
"1984, Wednesday, Mar 21",2.0847,226.8
"1984, Thursday, Mar 22",2.0847,226.45
"1984, Friday, Mar 23",2.0847,225.63
"1984, Monday, Mar 26",2.0847,224.67
"1984, Tuesday, Mar 27",2.0743,224.45
"1984, Wednesday, Mar 28",2.0743,224.7
"1984, Thursday, Mar 29",2.0639,224.05
"1984, Friday, Mar 30",2.0639,224.75
"1984, Monday, Apr 02",2.0639,224.65
"1984, Tuesday, Apr 03",2.0743,225.1
"1984, Wednesday, Apr 04",2.0743,225.35
"1984, Thursday, Apr 05",2.0743,225.6
"1984, Friday, Apr 06",2.0846,225.35
"1984, Monday, Apr 09",2.0846,225.5
"1984, Tuesday, Apr 10",2.0846,225.18
"1984, Wednesday, Apr 11",2.0846,222.7
"1984, Thursday, Apr 12",2.0846,224.1
"1984, Friday, Apr 13",2.0846,224.7
"1984, Monday, Apr 16",2.0846,225.42
"1984, Tuesday, Apr 17",2.0846,225.05
"1984, Wednesday, Apr 18",2.0846,224.8
"1984, Thursday, Apr 19",2.0846,225.1
"1984, Friday, Apr 20",2.1055,225.1
"1984, Monday, Apr 23",2.1055,224.75
"1984, Tuesday, Apr 24",2.1055,225.85
"1984, Wednesday, Apr 25",2.1181,225.6
"1984, Thursday, Apr 26",2.1181,225.75
"1984, Friday, Apr 27",2.1329,226.55
"1984, Monday, Apr 30",2.1329,227.0
"1984, Tuesday, May 01",2.1329,226.95
"1984, Wednesday, May 02",2.1458,227.05
"1984, Thursday, May 03",2.1458,226.4
"1984, Friday, May 04",2.1414,226.85
"1984, Monday, May 07",2.1629,229.0
"1984, Tuesday, May 08",2.1845,229.15
"1984, Wednesday, May 09",2.1845,228.87
"1984, Thursday, May 10",2.1845,229.2
"1984, Friday, May 11",2.1845,230.3
"1984, Monday, May 14",2.1845,231.2
"1984, Tuesday, May 15",2.1845,231.75
"1984, Wednesday, May 16",2.1845,231.1
"1984, Thursday, May 17",2.1845,232.33
"1984, Friday, May 18",2.2042,233.35
"1984, Monday, May 21",2.2042,233.0
"1984, Tuesday, May 22",2.2042,233.25
"1984, Wednesday, May 23",2.2042,232.37
"1984, Thursday, May 24",2.2218,231.83
"1984, Friday, May 25",2.2063,231.7
"1984, Monday, May 28",,
"1984, Tuesday, May 29",2.2218,231.8
"1984, Wednesday, May 30",2.2173,231.48
"1984, Thursday, May 31",2.2173,231.58
"1984, Friday, Jun 01",2.2173,230.15
"1984, Monday, Jun 04",2.193,229.7
"1984, Tuesday, Jun 05",2.193,230.45
"1984, Wednesday, Jun 06",2.193,230.5
"1984, Thursday, Jun 07",2.193,231.35
"1984, Friday, Jun 08",2.193,231.72
"1984, Monday, Jun 11",2.193,231.93
"1984, Tuesday, Jun 12",2.2018,232.65
"1984, Wednesday, Jun 13",2.2018,232.4
"1984, Thursday, Jun 14",2.2018,231.65
"1984, Friday, Jun 15",2.2085,233.0
"1984, Monday, Jun 18",2.2194,233.45
"1984, Tuesday, Jun 19",2.2084,232.95
"1984, Wednesday, Jun 20",2.2306,234.55
"1984, Thursday, Jun 21",2.2306,234.85
"1984, Friday, Jun 22",2.2417,235.95
"1984, Monday, Jun 25",2.2417,237.95
"1984, Tuesday, Jun 26",2.2529,237.08
"1984, Wednesday, Jun 27",2.2529,238.0
"1984, Thursday, Jun 28",2.2529,237.3
"1984, Friday, Jun 29",2.2529,237.3
"1984, Monday, Jul 02",2.2529,238.5
"1984, Tuesday, Jul 03",2.2529,239.63
"1984, Wednesday, Jul 04",,
"1984, Thursday, Jul 05",2.271,240.35
"1984, Friday, Jul 06",2.2869,241.25
"1984, Monday, Jul 09",2.2869,242.63
"1984, Tuesday, Jul 10",2.2869,241.45
"1984, Wednesday, Jul 11",2.2869,242.1
"1984, Thursday, Jul 12",2.2869,242.68
"1984, Friday, Jul 13",2.2983,241.45
"1984, Monday, Jul 16",2.2983,240.7
"1984, Tuesday, Jul 17",2.2914,242.35
"1984, Wednesday, Jul 18",2.3028,243.85
"1984, Thursday, Jul 19",2.3028,243.15
"1984, Friday, Jul 20",2.3028,245.2
"1984, Monday, Jul 23",2.3144,246.95
"1984, Tuesday, Jul 24",2.3259,246.18
"1984, Wednesday, Jul 25",2.3259,245.6
"1984, Thursday, Jul 26",2.3166,243.65
"1984, Friday, Jul 27",2.3258,245.4
"1984, Monday, Jul 30",2.3374,246.05
"1984, Tuesday, Jul 31",2.3374,245.3
"1984, Wednesday, Aug 01",2.3444,245.75
"1984, Thursday, Aug 02",2.3327,245.42
"1984, Friday, Aug 03",2.3327,241.8
"1984, Monday, Aug 06",2.3211,243.15
"1984, Tuesday, Aug 07",2.3211,244.5
"1984, Wednesday, Aug 08",2.3559,243.1
"1984, Thursday, Aug 09",2.3441,243.35
"1984, Friday, Aug 10",2.3306,242.5
"1984, Monday, Aug 13",2.3767,244.08
"1984, Tuesday, Aug 14",2.3625,241.7
"1984, Wednesday, Aug 15",2.3625,241.9
"1984, Thursday, Aug 16",2.3625,240.8
"1984, Friday, Aug 17",2.3625,241.1
"1984, Monday, Aug 20",2.3625,241.05
"1984, Tuesday, Aug 21",2.3837,242.15
"1984, Wednesday, Aug 22",2.4088,241.3
"1984, Thursday, Aug 23",2.4028,240.6
"1984, Friday, Aug 24",2.4028,241.2
"1984, Monday, Aug 27",2.4028,241.6
"1984, Tuesday, Aug 28",2.4196,241.2
"1984, Wednesday, Aug 29",2.4196,240.6
"1984, Thursday, Aug 30",2.4196,241.25
"1984, Friday, Aug 31",2.4196,241.9
"1984, Monday, Sep 03",,
"1984, Tuesday, Sep 04",2.4414,243.75
"1984, Wednesday, Sep 05",2.4732,244.7
"1984, Thursday, Sep 06",2.488,244.1
"1984, Friday, Sep 07",2.488,245.8
"1984, Monday, Sep 10",2.5216,245.6
"1984, Tuesday, Sep 11",2.5342,245.55
"1984, Wednesday, Sep 12",2.519,244.95
"1984, Thursday, Sep 13",2.5341,245.8
"1984, Friday, Sep 14",2.5494,245.65
"1984, Monday, Sep 17",2.5621,247.2
"1984, Tuesday, Sep 18",2.6018,246.18
"1984, Wednesday, Sep 19",2.6018,245.75
"1984, Thursday, Sep 20",2.6109,246.9
"1984, Friday, Sep 21",2.6331,244.4
"1984, Monday, Sep 24",2.5699,244.2
"1984, Tuesday, Sep 25",2.539,246.0
"1984, Wednesday, Sep 26",2.5746,245.15
"1984, Thursday, Sep 27",2.5746,245.1
"1984, Friday, Sep 28",2.5746,246.9
"1984, Monday, Oct 01",2.6055,246.4
"1984, Tuesday, Oct 02",2.6055,246.0
"1984, Wednesday, Oct 03",2.582,245.75
"1984, Thursday, Oct 04",2.6079,246.2
"1984, Friday, Oct 05",2.6079,246.95
"1984, Monday, Oct 08",,
"1984, Tuesday, Oct 09",2.6141,247.6
"1984, Wednesday, Oct 10",2.6507,247.05
"1984, Thursday, Oct 11",2.6507,248.0
"1984, Friday, Oct 12",2.672,248.1
"1984, Monday, Oct 15",2.672,248.8
"1984, Tuesday, Oct 16",2.7147,248.98
"1984, Wednesday, Oct 17",2.7147,249.1
"1984, Thursday, Oct 18",2.7147,248.9
"1984, Friday, Oct 19",2.6984,247.25
"1984, Monday, Oct 22",2.6742,247.3
"1984, Tuesday, Oct 23",2.6742,244.6
"1984, Wednesday, Oct 24",2.6314,244.12
"1984, Thursday, Oct 25",2.6129,244.05
"1984, Friday, Oct 26",2.6129,245.5
"1984, Monday, Oct 29",2.6365,246.65
"1984, Tuesday, Oct 30",2.6734,245.6
"1984, Wednesday, Oct 31",2.6466,245.7
"1984, Thursday, Nov 01",2.6334,244.3
"1984, Friday, Nov 02",2.5939,242.0
"1984, Monday, Nov 05",2.5653,242.05
"1984, Tuesday, Nov 06",,
"1984, Wednesday, Nov 07",2.5819,240.8
"1984, Thursday, Nov 08",2.5742,240.95
"1984, Friday, Nov 09",2.6051,241.0
"1984, Monday, Nov 12",,
"1984, Tuesday, Nov 13",2.6233,240.45
"1984, Wednesday, Nov 14",2.647,242.45
"1984, Thursday, Nov 15",2.647,242.5
"1984, Friday, Nov 16",2.6682,242.8
"1984, Monday, Nov 19",2.6682,243.65
"1984, Tuesday, Nov 20",2.7001,244.8
"1984, Wednesday, Nov 21",2.7217,245.53
"1984, Thursday, Nov 22",,
"1984, Friday, Nov 23",2.7217,245.4
"1984, Monday, Nov 26",2.7625,246.15
"1984, Tuesday, Nov 27",2.7943,245.4
"1984, Wednesday, Nov 28",2.7943,245.45
"1984, Thursday, Nov 29",2.7943,245.8
"1984, Friday, Nov 30",2.7953,247.5
"1984, Monday, Dec 03",2.7943,248.2
"1984, Tuesday, Dec 04",2.7943,246.45
"1984, Wednesday, Dec 05",2.7831,246.8
"1984, Thursday, Dec 06",2.7831,246.55
"1984, Friday, Dec 07",2.7831,247.4
"1984, Monday, Dec 10",2.7971,246.82
"1984, Tuesday, Dec 11",2.7971,247.0
"1984, Wednesday, Dec 12",2.7971,247.25
"1984, Thursday, Dec 13",2.7971,247.55
"1984, Friday, Dec 14",2.7971,247.75
"1984, Monday, Dec 17",2.7971,247.55
"1984, Tuesday, Dec 18",2.7971,246.75
"1984, Wednesday, Dec 19",2.7971,247.76
"1984, Thursday, Dec 20",2.7971,248.1
"1984, Friday, Dec 21",2.7971,247.95
"1984, Monday, Dec 24",2.7971,248.1
"1984, Tuesday, Dec 25",,
"1984, Wednesday, Dec 26",2.7971,249.05
"1984, Thursday, Dec 27",2.7971,250.2
"1984, Friday, Dec 28",2.8027,250.45
"1984, Monday, Dec 31",2.8027,251.6
"1985, Tuesday, Jan 01",,
"1985, Wednesday, Jan 02",2.8027,251.8
"1985, Thursday, Jan 03",2.8167,252.45
"1985, Friday, Jan 04",2.8167,253.2
"1985, Monday, Jan 07",2.8167,255.95
"1985, Tuesday, Jan 08",2.8167,253.75
"1985, Wednesday, Jan 09",2.8167,255.1
"1985, Thursday, Jan 10",2.8167,253.7
"1985, Friday, Jan 11",2.8167,253.83
"1985, Monday, Jan 14",2.8167,255.4
"1985, Tuesday, Jan 15",2.8167,254.7
"1985, Wednesday, Jan 16",2.8167,254.95
"1985, Thursday, Jan 17",2.8167,254.55
"1985, Friday, Jan 18",2.8167,254.58
"1985, Monday, Jan 21",,
"1985, Tuesday, Jan 22",2.8167,254.0
"1985, Wednesday, Jan 23",2.8167,254.4
"1985, Thursday, Jan 24",2.8167,253.7
"1985, Friday, Jan 25",2.8167,253.95
"1985, Monday, Jan 28",2.8167,254.18
"1985, Tuesday, Jan 29",2.8167,254.35
"1985, Wednesday, Jan 30",2.8167,254.5
"1985, Thursday, Jan 31",2.8167,254.8
"1985, Friday, Feb 01",2.8167,256.75
"1985, Monday, Feb 04",2.8167,259.42
"1985, Tuesday, Feb 05",2.8167,259.7
"1985, Wednesday, Feb 06",2.8167,259.53
"1985, Thursday, Feb 07",2.8167,260.65
"1985, Friday, Feb 08",2.8167,260.7
"1985, Monday, Feb 11",2.8167,261.65
"1985, Tuesday, Feb 12",,
"1985, Wednesday, Feb 13",2.8589,262.8
"1985, Thursday, Feb 14",2.8589,260.5
"1985, Friday, Feb 15",2.8475,257.85
"1985, Monday, Feb 18",,
"1985, Tuesday, Feb 19",2.8305,260.7
"1985, Wednesday, Feb 20",2.8305,261.3
"1985, Thursday, Feb 21",2.8305,261.8
"1985, Friday, Feb 22",2.8418,262.8
"1985, Monday, Feb 25",2.8503,262.65
"1985, Tuesday, Feb 26",2.8588,261.05
"1985, Wednesday, Feb 27",2.8588,259.3
"1985, Thursday, Feb 28",2.8417,259.45
"1985, Friday, Mar 01",2.8559,260.35
"1985, Monday, Mar 04",2.8559,260.1
"1985, Tuesday, Mar 05",2.8644,261.0
"1985, Wednesday, Mar 06",2.8816,261.2
"1985, Thursday, Mar 07",2.8671,261.0
"1985, Friday, Mar 08",2.8758,261.63
"1985, Monday, Mar 11",2.8758,259.25
"1985, Tuesday, Mar 12",2.8556,260.1
"1985, Wednesday, Mar 13",2.8641,260.25
"1985, Thursday, Mar 14",2.8641,260.55
"1985, Friday, Mar 15",2.8641,260.55
"1985, Monday, Mar 18",2.8641,259.9
"1985, Tuesday, Mar 19",2.847,256.3
"1985, Wednesday, Mar 20",2.8356,256.4
"1985, Thursday, Mar 21",2.8469,254.1
"1985, Friday, Mar 22",2.8385,255.65
"1985, Monday, Mar 25",2.8384,256.65
"1985, Tuesday, Mar 26",2.8384,255.4
"1985, Wednesday, Mar 27",2.8327,251.95
"1985, Thursday, Mar 28",2.8269,253.0
"1985, Friday, Mar 29",2.8269,251.0
"1985, Monday, Apr 01",2.8269,252.45
"1985, Tuesday, Apr 02",2.8439,254.3
"1985, Wednesday, Apr 03",2.8439,253.15
"1985, Thursday, Apr 04",2.8552,254.5
"1985, Friday, Apr 05",2.858,254.85
"1985, Monday, Apr 08",2.858,255.5
"1985, Tuesday, Apr 09",2.858,254.9
"1985, Wednesday, Apr 10",2.8523,254.25
"1985, Thursday, Apr 11",2.8523,251.7
"1985, Friday, Apr 12",2.8381,251.35
"1985, Monday, Apr 15",2.8381,249.95
"1985, Tuesday, Apr 16",2.8339,249.55
"1985, Wednesday, Apr 17",2.8339,249.55
"1985, Thursday, Apr 18",2.8452,247.6
"1985, Friday, Apr 19",2.831,247.4
"1985, Monday, Apr 22",2.831,248.8
"1985, Tuesday, Apr 23",2.8451,250.0
"1985, Wednesday, Apr 24",2.8565,251.3
"1985, Thursday, Apr 25",2.8593,252.35
"1985, Friday, Apr 26",2.868,252.95
"1985, Monday, Apr 29",2.868,252.7
"1985, Tuesday, Apr 30",2.8593,251.5
"1985, Wednesday, May 01",2.8593,252.75
"1985, Thursday, May 02",2.8593,252.95
"1985, Friday, May 03",2.8593,253.85
"1985, Monday, May 06",2.8737,254.55
"1985, Tuesday, May 07",2.8737,252.9
"1985, Wednesday, May 08",2.8593,253.75
"1985, Thursday, May 09",2.8593,251.55
"1985, Friday, May 10",2.8593,252.4
"1985, Monday, May 13",2.8536,251.35
"1985, Tuesday, May 14",2.8451,249.6
"1985, Wednesday, May 15",2.8451,251.0
"1985, Thursday, May 16",2.868,251.5
"1985, Friday, May 17",2.8451,250.7
"1985, Monday, May 20",2.8451,249.65
"1985, Tuesday, May 21",2.8451,250.25
"1985, Wednesday, May 22",2.8451,250.75
"1985, Thursday, May 23",2.868,251.3
"1985, Friday, May 24",2.8451,251.1
"1985, Monday, May 27",,
"1985, Tuesday, May 28",2.8565,251.6
"1985, Wednesday, May 29",2.8565,251.75
"1985, Thursday, May 30",2.8508,251.6
"1985, Friday, May 31",2.8508,251.2
"1985, Monday, Jun 03",2.8508,248.6
"1985, Tuesday, Jun 04",2.8508,249.1
"1985, Wednesday, Jun 05",2.865,249.45
"1985, Thursday, Jun 06",2.865,247.7
"1985, Friday, Jun 07",2.865,249.55
"1985, Monday, Jun 10",2.865,250.0
"1985, Tuesday, Jun 11",2.865,249.9
"1985, Wednesday, Jun 12",2.865,249.85
"1985, Thursday, Jun 13",2.865,249.8
"1985, Friday, Jun 14",2.865,248.75
"1985, Monday, Jun 17",2.865,248.7
"1985, Tuesday, Jun 18",2.865,247.55
"1985, Wednesday, Jun 19",2.8536,247.7
"1985, Thursday, Jun 20",2.8708,248.35
"1985, Friday, Jun 21",2.8851,248.15
"1985, Monday, Jun 24",2.8851,248.8
"1985, Tuesday, Jun 25",2.8851,249.0
"1985, Wednesday, Jun 26",2.8851,248.45
"1985, Thursday, Jun 27",2.8851,249.0
"1985, Friday, Jun 28",2.8851,248.4
"1985, Monday, Jul 01",2.8851,247.95
"1985, Tuesday, Jul 02",2.8851,248.35
"1985, Wednesday, Jul 03",2.8851,248.05
"1985, Thursday, Jul 04",,
"1985, Friday, Jul 05",2.8851,247.0
"1985, Monday, Jul 08",2.8793,246.05
"1985, Tuesday, Jul 09",2.8793,244.25
"1985, Wednesday, Jul 10",2.8793,243.45
"1985, Thursday, Jul 11",2.8793,243.0
"1985, Friday, Jul 12",2.8793,240.95
